time,sym,bid,ask,bidSize,askSize
0D20:38:13.142398000,x1,99.95682,100.0636,402,77
0D20:38:13.142403000,x1,99.93726,100.0549,467,114
0D20:38:13.203457000,x3,299.9573,300.0908,29,157
0D20:38:13.203472000,x3,299.9216,300.0256,75,493
0D20:38:13.212866000,x1,99.97249,100.0108,428,180
0D20:38:13.212880000,x1,99.92307,100.0214,413,173
0D20:38:13.292559000,x2,199.9013,200.0858,191,310
0D20:38:13.292564000,x2,199.964,200.0698,69,52
0D20:38:13.362506000,x3,299.9702,300.0318,271,141
0D20:38:13.362514000,x3,299.9751,300.0936,255,329
0D20:38:13.463283000,x3,299.9121,300.067,162,136
0D20:38:13.463300000,x3,299.9501,300.0114,173,385
0D20:38:13.502768000,x3,299.9916,300.0188,64,366
0D20:38:13.502780000,x3,299.9056,300.013,246,51
0D20:38:13.582868000,x2,199.9105,200.0893,327,486
0D20:38:13.582878000,x2,199.937,200.0676,46,162
0D20:38:13.722540000,x3,299.9816,300.0925,164,367
0D20:38:13.722547000,x3,299.9591,300.0821,153,176
0D20:38:13.853316000,x2,199.9414,200.0747,329,401
0D20:38:13.853321000,x2,199.931,200.0519,345,352
0D20:38:13.882696000,x3,299.9036,300.064,323,71
0D20:38:13.882701000,x3,299.9328,300.0327,131,19
0D20:38:14.162869000,x1,99.95751,100.0365,445,499
0D20:38:14.162873000,x1,99.98507,100.0137,151,394
0D20:38:14.233600000,x3,299.9795,300.0853,116,55
0D20:38:14.233618000,x3,299.9642,300.0467,374,240
0D20:38:14.323095000,x2,199.9533,200.0093,1,191
0D20:38:14.323108000,x2,199.9451,200.0444,34,135
0D20:38:14.382576000,x2,199.9866,200.077,455,272
0D20:38:14.382592000,x2,199.9559,200.0016,198,205
0D20:38:14.603475000,x2,199.9356,200.0303,360,165
0D20:38:14.603484000,x2,199.9807,200.0101,293,54
0D20:38:14.783376000,x3,299.9003,300.0023,377,84
0D20:38:14.783386000,x3,299.9976,300.0458,479,119
0D20:38:14.832261000,x2,199.9513,200.0464,407,291
0D20:38:14.832266000,x2,199.9249,200.0966,107,105
0D20:38:14.942645000,x1,99.9793,100.0068,152,206
0D20:38:14.942655000,x1,99.97738,100.0757,484,96
0D20:38:15.073453000,x2,199.9837,200.0633,270,388
0D20:38:15.073465000,x2,199.909,200.0052,38,70
0D20:38:15.192674000,x2,199.983,200.01,40,243
0D20:38:15.192686000,x2,199.9731,200.0213,19,190
0D20:38:15.212737000,x2,199.936,200.0358,350,445
0D20:38:15.212749000,x2,199.9607,200.0773,191,189
0D20:38:15.223042000,x3,299.9854,300.054,384,150
0D20:38:15.223055000,x3,299.906,300.0161,264,15
0D20:38:15.272557000,x1,99.94531,100.0894,210,362
0D20:38:15.272561000,x1,99.9224,100.0819,452,146
0D20:38:15.332652000,x2,199.9696,200.0548,338,246
0D20:38:15.332657000,x2,199.9409,200.0794,57,112
0D20:38:15.342678000,x2,199.9422,200.0775,41,243
0D20:38:15.342683000,x2,199.9273,200.0579,215,32
0D20:38:15.673124000,x1,99.92685,100.0495,42,410
0D20:38:15.673129000,x1,99.91395,100.0872,216,481
0D20:38:15.703060000,x2,199.9486,200.0261,270,193
0D20:38:15.703066000,x2,199.9078,200.0147,47,352
0D20:38:15.713578000,x2,199.9584,200.0997,45,177
0D20:38:15.713585000,x2,199.9586,200.0954,175,64
0D20:38:15.752810000,x1,99.90416,100.0867,233,291
0D20:38:15.752816000,x1,99.96251,100.0689,409,161
0D20:38:16.032424000,x3,299.978,300.0717,157,57
0D20:38:16.032429000,x3,299.9289,300.0065,482,494
0D20:38:16.233219000,x3,299.9989,300.0147,80,265
0D20:38:16.233235000,x3,299.9485,300.0392,378,368
0D20:38:16.253595000,x3,299.9173,300.0821,270,423
0D20:38:16.253611000,x3,299.9633,300.0357,2,267
0D20:38:16.273376000,x3,299.976,300.0338,340,363
0D20:38:16.273388000,x3,299.9787,300.035,145,492
0D20:38:16.293099000,x3,299.9429,300.0482,159,429
0D20:38:16.293109000,x3,299.999,300.0404,445,155
0D20:38:16.322794000,x1,99.97354,100.079,88,152
0D20:38:16.322804000,x1,99.96004,100.0013,30,245
0D20:38:16.332978000,x3,299.9941,300.0022,173,94
0D20:38:16.332987000,x3,299.9133,300.0906,233,435
0D20:38:16.362891000,x1,99.98628,100.0437,284,490
0D20:38:16.362900000,x1,99.99489,100.0154,119,308
0D20:38:16.372814000,x2,199.9243,200.0207,162,153
0D20:38:16.372823000,x2,199.943,200.0165,100,476
0D20:38:16.522839000,x3,299.9307,300.0459,248,13
0D20:38:16.522857000,x3,299.9182,300.0382,154,37
0D20:38:16.542844000,x3,299.9459,300.0161,453,443
0D20:38:16.542847000,x3,299.9694,300.0576,373,256
0D20:38:16.553149000,x3,299.9517,300.0535,446,69
0D20:38:16.553154000,x3,299.978,300.0408,333,330
0D20:38:16.572960000,x2,199.9365,200.0941,422,201
0D20:38:16.572966000,x2,199.9794,200.0677,100,430
0D20:38:16.662358000,x1,99.92256,100.026,102,454
0D20:38:16.662361000,x1,99.998,100.0257,308,177
0D20:38:16.692967000,x1,99.93619,100.0763,78,363
0D20:38:16.692972000,x1,99.96614,100.0153,95,337
0D20:38:16.712600000,x2,199.987,200.0418,488,15
0D20:38:16.712605000,x2,199.9169,200.0335,342,205
0D20:38:16.892664000,x1,99.90493,100.0813,212,234
0D20:38:16.892669000,x1,99.93825,100.012,187,402
0D20:38:16.993343000,x1,99.90501,100.0462,307,62
0D20:38:16.993348000,x1,99.99125,100.0344,250,87
0D20:38:17.213969000,x2,199.9995,200.0689,326,14
0D20:38:17.213986000,x2,199.9688,200.056,412,471
0D20:38:17.443099000,x2,199.9517,200.0468,207,8
0D20:38:17.443116000,x2,199.9343,200.0296,148,497
0D20:38:17.613300000,x3,299.909,300.0814,327,389
0D20:38:17.613317000,x3,299.9844,300.037,305,169
0D20:38:17.652843000,x2,199.9655,200.0979,102,249
0D20:38:17.652852000,x2,199.9854,200.0827,187,303
0D20:38:17.833775000,x3,299.9627,300.0509,320,50
0D20:38:17.833792000,x3,299.9843,300.0613,195,119
0D20:38:17.852724000,x1,99.91619,100.0515,388,14
0D20:38:17.852735000,x1,99.96252,100.0768,310,310
0D20:38:17.862746000,x3,299.9131,300.0903,16,153
0D20:38:17.862756000,x3,299.9584,300.09,30,221
0D20:38:17.912633000,x3,299.9444,300.0839,322,154
0D20:38:17.912636000,x3,299.9861,300.0233,434,428
0D20:38:17.992620000,x3,299.9474,300.0005,69,267
0D20:38:17.992624000,x3,299.9487,300.0503,253,121
0D20:38:18.012544000,x3,299.9779,300.0444,319,202
0D20:38:18.012549000,x3,299.9061,300.0821,356,422
0D20:38:18.182945000,x1,99.92878,100.0097,499,179
0D20:38:18.182950000,x1,99.92887,100.0514,320,309
0D20:38:18.212274000,x3,299.9144,300.0464,273,338
0D20:38:18.212277000,x3,299.932,300.0635,149,314
0D20:38:18.263342000,x1,99.98522,100.0925,39,243
0D20:38:18.263350000,x1,99.96498,100.0542,436,402
0D20:38:18.333122000,x2,199.9311,200.0491,53,316
0D20:38:18.333132000,x2,199.9474,200.063,264,478
0D20:38:18.513504000,x2,199.972,200.0721,416,433
0D20:38:18.513521000,x2,199.9124,200.0075,338,205
0D20:38:18.563076000,x1,99.9231,100.0795,187,255
0D20:38:18.563092000,x1,99.95259,100.0237,322,277
0D20:38:18.673130000,x2,199.9728,200.0063,492,4
0D20:38:18.673135000,x2,199.9942,200.069,495,390
0D20:38:18.682348000,x3,299.9044,300.0598,354,469
0D20:38:18.682353000,x3,299.9433,300.0533,132,31
0D20:38:18.933065000,x2,199.903,200.0985,403,203
0D20:38:18.933069000,x2,199.9479,200.0685,350,291
0D20:38:18.992427000,x3,299.9521,300.0618,118,299
0D20:38:18.992433000,x3,299.9546,300.0827,211,483
0D20:38:19.152514000,x3,299.989,300.0474,442,212
0D20:38:19.152519000,x3,299.9649,300.0178,253,328
0D20:38:19.213827000,x2,199.9031,200.0206,4,145
0D20:38:19.213843000,x2,199.9788,200.0838,489,103
0D20:38:19.432404000,x2,199.9708,200.0567,363,132
0D20:38:19.432421000,x2,199.9182,200.0388,396,440
0D20:38:19.562989000,x3,299.9474,300.0624,37,124
0D20:38:19.563006000,x3,299.9131,300.0251,78,175
0D20:38:19.802669000,x1,99.98472,100.0094,109,277
0D20:38:19.802676000,x1,99.96945,100.0259,334,480
0D20:38:19.862719000,x1,99.92573,100.0568,16,236
0D20:38:19.862725000,x1,99.99513,100.0175,101,52
0D20:38:20.103057000,x1,99.95246,100.0709,99,314
0D20:38:20.103064000,x1,99.91183,100.069,133,280
0D20:38:20.183585000,x2,199.9005,200.0121,373,132
0D20:38:20.183590000,x2,199.9978,200.0561,35,57
0D20:38:20.333016000,x3,299.9259,300.0414,37,302
0D20:38:20.333033000,x3,299.9546,300.016,208,128
0D20:38:20.722936000,x1,99.97905,100.0787,313,106
0D20:38:20.722952000,x1,99.914,100.0319,151,23
0D20:38:20.832928000,x3,299.9863,300.0961,74,61
0D20:38:20.832940000,x3,299.9602,300.0647,210,178
0D20:38:20.963644000,x1,99.96651,100.0113,58,163
0D20:38:20.963662000,x1,99.99302,100.0348,490,299
0D20:38:21.093039000,x3,299.9018,300.0035,78,315
0D20:38:21.093050000,x3,299.977,300.0896,337,254
0D20:38:21.233476000,x3,299.9955,300.0438,416,417
0D20:38:21.233493000,x3,299.9465,300.0784,167,4
0D20:38:21.402701000,x2,199.9012,200.0561,402,209
0D20:38:21.402707000,x2,199.9511,200.0538,287,217
0D20:38:21.413160000,x3,299.9858,300.0452,232,103
0D20:38:21.413166000,x3,299.9738,300.0997,474,108
0D20:38:21.603266000,x3,299.9331,300.066,305,110
0D20:38:21.603271000,x3,299.917,300.0817,384,308
0D20:38:21.622659000,x2,199.9474,200.0116,369,107
0D20:38:21.622663000,x2,199.9366,200.0262,189,395
0D20:38:21.672513000,x1,99.95222,100.0352,350,133
0D20:38:21.672519000,x1,99.90552,100.0585,458,342
0D20:38:21.703168000,x1,99.95051,100.0595,291,21
0D20:38:21.703175000,x1,99.97998,100.0714,388,58
0D20:38:21.793048000,x3,299.9678,300.0015,446,75
0D20:38:21.793059000,x3,299.9009,300.0249,63,124
0D20:38:21.823486000,x3,299.9844,300.0328,42,6
0D20:38:21.823499000,x3,299.9662,300.0002,345,316
0D20:38:21.842750000,x3,299.9692,300.0156,36,472
0D20:38:21.842762000,x3,299.9284,300.0498,29,130
0D20:38:21.873292000,x1,99.99865,100.0514,283,157
0D20:38:21.873305000,x1,99.95336,100.0169,191,474
0D20:38:22.142301000,x1,99.9361,100.048,100,431
0D20:38:22.142307000,x1,99.95227,100.0364,14,393
0D20:38:22.442919000,x2,199.9127,200.0399,90,101
0D20:38:22.442931000,x2,199.9727,200.0622,341,172
0D20:38:22.653825000,x3,299.9743,300.0881,403,168
0D20:38:22.653835000,x3,299.9306,300.056,36,187
0D20:38:22.813029000,x3,299.9717,300.0778,94,246
0D20:38:22.813037000,x3,299.997,300.0079,343,43
0D20:38:22.852958000,x3,299.9908,300.0106,100,486
0D20:38:22.852962000,x3,299.951,300.0725,360,242
0D20:38:23.122592000,x1,99.91784,100.0267,94,476
0D20:38:23.122596000,x1,99.93693,100.0544,298,79
0D20:38:23.172852000,x1,99.9219,100.097,429,360
0D20:38:23.172858000,x1,99.93325,100.0169,225,10
0D20:38:23.552763000,x2,199.9341,200.0437,208,365
0D20:38:23.552770000,x2,199.9923,200.0218,224,446
0D20:38:23.562494000,x1,99.91511,100.0182,326,461
0D20:38:23.562501000,x1,99.99546,100.0493,234,257
0D20:38:23.592333000,x3,299.9901,300.0861,184,482
0D20:38:23.592337000,x3,299.909,300.04,41,266
0D20:38:23.642883000,x1,99.99127,100.0623,310,307
0D20:38:23.642889000,x1,99.91706,100.0799,167,139
0D20:38:23.833164000,x1,99.92033,100.054,250,390
0D20:38:23.833176000,x1,99.94952,100.0026,431,465
0D20:38:23.863548000,x1,99.94379,100.0321,278,27
0D20:38:23.863561000,x1,99.94238,100.0205,146,486
0D20:38:24.073556000,x1,99.98085,100.0807,5,328
0D20:38:24.073572000,x1,99.98486,100.0866,414,338
0D20:38:24.302980000,x1,99.94181,100.0171,6,45
0D20:38:24.302991000,x1,99.95694,100.0065,308,154
0D20:38:24.563313000,x1,99.93569,100.0258,292,28
0D20:38:24.563330000,x1,99.91816,100.069,422,20
0D20:38:24.583294000,x2,199.9034,200.0467,240,371
0D20:38:24.583312000,x2,199.9473,200.0693,70,144
0D20:38:24.653094000,x3,299.9819,300.0609,357,374
0D20:38:24.653104000,x3,299.9897,300.0865,71,126
0D20:38:24.703102000,x3,299.964,300.0387,285,61
0D20:38:24.703107000,x3,299.9498,300.0801,423,241
0D20:38:24.743792000,x3,299.9942,300.078,128,74
0D20:38:24.743801000,x3,299.9434,300.032,39,148
0D20:38:24.923332000,x2,199.9733,200.0718,245,408
0D20:38:24.923339000,x2,199.9155,200.0531,78,155
0D20:38:24.973607000,x2,199.9192,200.0666,300,429
0D20:38:24.973612000,x2,199.9171,200.0963,469,391
0D20:38:25.012511000,x2,199.9083,200.0448,203,415
0D20:38:25.012518000,x2,199.9316,200.0511,244,67
0D20:38:25.062537000,x2,199.9084,200.0332,389,356
0D20:38:25.062542000,x2,199.9138,200.0039,442,424
0D20:38:25.352679000,x3,299.9032,300.0197,120,51
0D20:38:25.352683000,x3,299.9368,300.0987,3,213
0D20:38:25.392958000,x3,299.9875,300.0425,365,248
0D20:38:25.392963000,x3,299.9601,300.0866,146,494
0D20:38:25.432971000,x3,299.9136,300.0621,333,347
0D20:38:25.432982000,x3,299.9621,300.0126,315,150
0D20:38:25.762790000,x2,199.9159,200.0408,239,304
0D20:38:25.762803000,x2,199.9093,200.031,343,50
0D20:38:25.783153000,x3,299.9936,300.0647,310,135
0D20:38:25.783165000,x3,299.9995,300.0851,487,400
0D20:38:25.862750000,x2,199.9265,200.0317,417,6
0D20:38:25.862762000,x2,199.9381,200.0684,154,223
0D20:38:26.052434000,x3,299.9503,300.003,420,431
0D20:38:26.052439000,x3,299.9163,300.0565,405,365
0D20:38:26.073234000,x3,299.9999,300.0688,460,75
0D20:38:26.073251000,x3,299.9119,300.0527,214,71
0D20:38:26.113264000,x3,299.9811,300.069,357,336
0D20:38:26.113281000,x3,299.9871,300.0571,49,12
0D20:38:26.232732000,x3,299.9451,300.0086,277,180
0D20:38:26.232749000,x3,299.9747,300.0731,173,253
0D20:38:26.332954000,x1,99.94576,100.0257,346,193
0D20:38:26.332959000,x1,99.91423,100.0792,150,80
0D20:38:26.372637000,x2,199.9617,200.0949,355,62
0D20:38:26.372654000,x2,199.9954,200.0295,184,190
0D20:38:26.442873000,x2,199.9946,200.0367,488,366
0D20:38:26.442877000,x2,199.9877,200.0911,107,429
0D20:38:26.482631000,x2,199.9883,200.0161,117,46
0D20:38:26.482636000,x2,199.9884,200.0584,52,249
0D20:38:26.503290000,x3,299.914,300.0353,316,248
0D20:38:26.503295000,x3,299.9214,300.0045,9,191
0D20:38:26.612739000,x3,299.955,300.0693,87,155
0D20:38:26.612744000,x3,299.9624,300.0068,229,259
0D20:38:26.763413000,x3,299.978,300.0671,435,356
0D20:38:26.763426000,x3,299.9952,300.0816,180,45
0D20:38:26.823140000,x3,299.9829,300.0163,317,420
0D20:38:26.823152000,x3,299.9567,300.043,312,12
0D20:38:26.973810000,x1,99.91273,100.0605,178,493
0D20:38:26.973825000,x1,99.9671,100.0193,220,376
0D20:38:26.992878000,x1,99.99839,100.0229,155,208
0D20:38:26.992892000,x1,99.92952,100.068,331,116
0D20:38:27.022689000,x2,199.9986,200.0755,122,362
0D20:38:27.022705000,x2,199.9056,200.0424,92,497
0D20:38:27.123070000,x3,299.9626,300.0094,387,347
0D20:38:27.123083000,x3,299.9988,300.0148,4,107
0D20:38:27.173797000,x1,99.94413,100.0741,196,446
0D20:38:27.173815000,x1,99.98078,100.0144,276,133
0D20:38:27.332308000,x1,99.96191,100.0829,375,176
0D20:38:27.332313000,x1,99.94851,100.0498,333,475
0D20:38:27.412851000,x3,299.9377,300.0032,179,194
0D20:38:27.412868000,x3,299.9298,300.0653,416,346
0D20:38:27.422976000,x3,299.9626,300.0945,457,33
0D20:38:27.422993000,x3,299.9936,300.0927,22,434
0D20:38:27.432922000,x2,199.9046,200.0233,451,282
0D20:38:27.432939000,x2,199.9705,200.0771,408,245
0D20:38:27.462977000,x1,99.95803,100.0258,60,272
0D20:38:27.462985000,x1,99.98568,100.0427,311,405
0D20:38:27.652757000,x3,299.9376,300.0714,479,12
0D20:38:27.652763000,x3,299.9755,300.0548,269,434
0D20:38:27.882626000,x1,99.99197,100.0197,280,462
0D20:38:27.882636000,x1,99.99594,100.0521,325,128
0D20:38:27.952904000,x3,299.9602,300.0958,319,26
0D20:38:27.952917000,x3,299.9683,300.0861,335,6
0D20:38:27.973307000,x3,299.9277,300.0699,195,432
0D20:38:27.973314000,x3,299.9316,300.0534,26,11
0D20:38:28.072888000,x2,199.9054,200.0606,317,468
0D20:38:28.072900000,x2,199.97,200.0079,488,126
0D20:38:28.333321000,x3,299.9491,300.0353,89,73
0D20:38:28.333326000,x3,299.9949,300.0728,95,142
0D20:38:28.353569000,x1,99.92528,100.0853,357,234
0D20:38:28.353585000,x1,99.97391,100.0991,416,75
0D20:38:28.492911000,x2,199.9829,200.0544,383,136
0D20:38:28.492927000,x2,199.9559,200.0182,382,488
0D20:38:28.512746000,x3,299.9358,300.0387,107,101
0D20:38:28.512751000,x3,299.9526,300.0729,495,203
0D20:38:28.542765000,x2,199.9085,200.0537,459,399
0D20:38:28.542768000,x2,199.9431,200.0179,123,487
0D20:38:28.652502000,x1,99.9149,100.0388,99,319
0D20:38:28.652506000,x1,99.97286,100.0995,89,470
0D20:38:28.703695000,x1,99.94191,100.0682,374,393
0D20:38:28.703710000,x1,99.97822,100.0229,219,178
0D20:38:28.802217000,x2,199.9176,200.0749,71,376
0D20:38:28.802220000,x2,199.97,200.0387,356,249
0D20:38:28.813018000,x2,199.9082,200.0401,241,81
0D20:38:28.813034000,x2,199.9122,200.0528,102,70
0D20:38:28.862877000,x1,99.94802,100.0621,497,24
0D20:38:28.862882000,x1,99.96914,100.0522,161,254
0D20:38:29.112656000,x1,99.99568,100.0668,456,236
0D20:38:29.112663000,x1,99.96793,100.0315,255,138
0D20:38:29.183026000,x3,299.99,300.0185,182,322
0D20:38:29.183042000,x3,299.9997,300.0661,115,27
0D20:38:29.313344000,x3,299.9024,300.0456,466,210
0D20:38:29.313348000,x3,299.9082,300.0592,306,447
0D20:38:29.692767000,x2,199.9851,200.041,50,463
0D20:38:29.692774000,x2,199.9564,200.0532,229,366
0D20:38:29.702448000,x3,299.9221,300.0038,230,415
0D20:38:29.702456000,x3,299.9014,300.0434,95,123
0D20:38:29.712988000,x3,299.9932,300.0998,95,72
0D20:38:29.712993000,x3,299.9504,300.0627,299,31
0D20:38:29.912365000,x3,299.9767,300.0548,142,88
0D20:38:29.912372000,x3,299.9879,300.0684,261,394
0D20:38:29.942340000,x1,99.91697,100.0283,312,70
0D20:38:29.942357000,x1,99.91151,100.0927,147,198
0D20:38:30.132409000,x3,299.9166,300.0264,66,320
0D20:38:30.132413000,x3,299.9233,300.0413,238,493
0D20:38:30.312655000,x3,299.9072,300.0358,192,496
0D20:38:30.312660000,x3,299.9332,300.0286,398,236
0D20:38:30.622382000,x1,99.9315,100.0682,155,144
0D20:38:30.622386000,x1,99.94343,100.0789,422,355
0D20:38:30.653007000,x1,99.91973,100.0369,275,71
0D20:38:30.653024000,x1,99.96463,100.0849,475,276
0D20:38:30.723011000,x3,299.9653,300.0209,351,286
0D20:38:30.723024000,x3,299.9735,300.0798,58,260
0D20:38:31.042819000,x1,99.97662,100.0225,59,136
0D20:38:31.042824000,x1,99.90963,100.0472,279,306
0D20:38:31.072986000,x2,199.9363,200.022,411,52
0D20:38:31.072991000,x2,199.9456,200.0532,454,91
0D20:38:31.153549000,x3,299.981,300.0615,41,219
0D20:38:31.153558000,x3,299.9332,300.0343,115,461
0D20:38:31.252852000,x1,99.9772,100.0267,56,240
0D20:38:31.252869000,x1,99.90923,100.0314,430,270
0D20:38:31.383053000,x2,199.9337,200.0968,103,496
0D20:38:31.383060000,x2,199.9338,200.0261,341,307
0D20:38:31.392971000,x3,299.9434,300.0424,224,437
0D20:38:31.392976000,x3,299.9038,300.0504,226,466
0D20:38:31.632836000,x2,199.9772,200.0626,215,224
0D20:38:31.632841000,x2,199.9971,200.0522,20,255
0D20:38:31.673067000,x2,199.9918,200.0894,454,346
0D20:38:31.673083000,x2,199.993,200.0451,295,428
0D20:38:31.723029000,x3,299.9979,300.0731,188,341
0D20:38:31.723034000,x3,299.9878,300.022,301,396
0D20:38:31.752945000,x2,199.9174,200.0448,446,353
0D20:38:31.752951000,x2,199.9693,200.0704,490,331
0D20:38:32.002512000,x1,99.98616,100.0694,463,84
0D20:38:32.002520000,x1,99.92388,100.0057,444,473
0D20:38:32.103142000,x2,199.9328,200.0268,255,319
0D20:38:32.103148000,x2,199.9166,200.0532,339,400
0D20:38:32.683097000,x2,199.9097,200.0189,52,420
0D20:38:32.683106000,x2,199.9244,200.0891,151,292
0D20:38:32.972753000,x3,299.9614,300.0833,345,152
0D20:38:32.972758000,x3,299.9652,300.0645,478,329
0D20:38:33.042426000,x2,199.9155,200.0293,421,200
0D20:38:33.042431000,x2,199.9498,200.0234,291,480
0D20:38:33.052238000,x3,299.9609,300.0733,224,486
0D20:38:33.052246000,x3,299.9909,300.0403,419,246
0D20:38:33.102292000,x3,299.9745,300.0783,237,333
0D20:38:33.102332000,x3,299.9276,300.0125,190,88
0D20:38:33.112446000,x3,299.9362,300.0703,488,62
0D20:38:33.112451000,x3,299.9827,300.0664,373,261
0D20:38:33.132889000,x1,99.95654,100.0443,346,83
0D20:38:33.132906000,x1,99.96235,100.0605,104,171
0D20:38:33.193185000,x1,99.92226,100.0293,252,327
0D20:38:33.193193000,x1,99.95182,100.03,276,25
0D20:38:33.442932000,x2,199.921,200.0835,264,478
0D20:38:33.442937000,x2,199.9696,200.0117,319,354
0D20:38:33.683149000,x1,99.99433,100.0208,386,241
0D20:38:33.683154000,x1,99.9289,100.0862,343,3
0D20:38:33.893665000,x1,99.9525,100.0654,61,115
0D20:38:33.893675000,x1,99.9269,100.0737,249,15
0D20:38:34.052463000,x2,199.958,200.0865,211,64
0D20:38:34.052469000,x2,199.9669,200.0382,333,219
0D20:38:34.162633000,x3,299.9132,300.061,405,170
0D20:38:34.162638000,x3,299.9686,300.0743,405,216
0D20:38:34.232833000,x2,199.9805,200.0856,8,117
0D20:38:34.232839000,x2,199.9208,200.0076,463,343
0D20:38:34.252268000,x3,299.9071,300.0361,219,127
0D20:38:34.252272000,x3,299.9326,300.0525,144,97
0D20:38:34.273078000,x2,199.9148,200.0382,481,76
0D20:38:34.273096000,x2,199.9539,200.0006,488,290
0D20:38:34.293179000,x3,299.9322,300.0843,74,66
0D20:38:34.293196000,x3,299.9323,300.032,423,25
0D20:38:34.352477000,x3,299.9499,300.0737,351,499
0D20:38:34.352487000,x3,299.9726,300.0478,13,244
0D20:38:34.463063000,x2,199.9983,200.0558,439,441
0D20:38:34.463068000,x2,199.9657,200.0295,277,429
0D20:38:34.503187000,x3,299.9555,300.047,330,184
0D20:38:34.503192000,x3,299.9825,300.0692,266,136
0D20:38:34.612652000,x1,99.90328,100.098,233,389
0D20:38:34.612659000,x1,99.90987,100.086,251,7
0D20:38:34.832392000,x1,99.91991,100.0172,469,353
0D20:38:34.832396000,x1,99.99237,100.0137,15,89
0D20:38:34.893437000,x3,299.9521,300.0634,443,136
0D20:38:34.893449000,x3,299.9489,300.0025,427,374
0D20:38:34.913361000,x1,99.923,100.0887,445,195
0D20:38:34.913373000,x1,99.94443,100.0853,445,189
0D20:38:35.092264000,x1,99.97462,100.0437,38,227
0D20:38:35.092280000,x1,99.90881,100.0261,292,258
0D20:38:35.152643000,x1,99.93574,100.0777,68,26
0D20:38:35.152648000,x1,99.9463,100.0248,218,122
0D20:38:35.252398000,x2,199.9582,200.0585,231,454
0D20:38:35.252404000,x2,199.9533,200.0642,168,39
0D20:38:35.292408000,x1,99.91519,100.0214,175,396
0D20:38:35.292412000,x1,99.91727,100.02,174,79
0D20:38:35.523523000,x3,299.9357,300.0662,125,78
0D20:38:35.523539000,x3,299.9494,300.0939,201,438
0D20:38:35.542875000,x1,99.97204,100.0724,307,178
0D20:38:35.542892000,x1,99.95806,100.0555,460,446
0D20:38:35.883304000,x3,299.9801,300.0744,6,279
0D20:38:35.883310000,x3,299.983,300.051,363,120
0D20:38:35.942900000,x1,99.97258,100.0939,164,345
0D20:38:35.942906000,x1,99.94139,100.02,123,306
0D20:38:36.053044000,x3,299.9101,300.0631,477,53
0D20:38:36.053050000,x3,299.9539,300.0296,397,432
0D20:38:36.113132000,x3,299.9655,300.0075,324,465
0D20:38:36.113138000,x3,299.9416,300.0465,208,34
0D20:38:36.123036000,x1,99.99951,100.0063,359,155
0D20:38:36.123041000,x1,99.94877,100.0378,406,60
0D20:38:36.243500000,x2,199.92,200.0788,330,242
0D20:38:36.243505000,x2,199.9905,200.0144,467,379
0D20:38:36.263161000,x3,299.9444,300.0413,88,242
0D20:38:36.263168000,x3,299.9244,300.0869,170,438
0D20:38:36.372498000,x1,99.99987,100.0568,298,117
0D20:38:36.372503000,x1,99.97448,100.0376,44,362
0D20:38:36.462725000,x2,199.9344,200.094,206,167
0D20:38:36.462732000,x2,199.919,200.0718,406,36
0D20:38:36.542392000,x1,99.9105,100.0629,235,393
0D20:38:36.542397000,x1,99.92733,100.0625,395,302
0D20:38:36.933005000,x2,199.9243,200.0253,324,114
0D20:38:36.933010000,x2,199.9665,200.0145,326,301
0D20:38:36.952802000,x2,199.9005,200.0836,487,253
0D20:38:36.952806000,x2,199.9626,200.052,440,169
0D20:38:36.982480000,x1,99.9407,100.0456,48,224
0D20:38:36.982486000,x1,99.97042,100.063,404,259
0D20:38:36.993020000,x3,299.92,300.0889,343,263
0D20:38:36.993027000,x3,299.9864,300.0438,397,254
0D20:38:37.052725000,x2,199.918,200.0565,249,163
0D20:38:37.052743000,x2,199.9215,200.0107,422,445
0D20:38:37.102841000,x2,199.905,200.0381,392,449
0D20:38:37.102848000,x2,199.9738,200.0486,111,215
0D20:38:37.133598000,x2,199.9186,200.0563,442,81
0D20:38:37.133617000,x2,199.957,200.0757,174,366
0D20:38:37.262547000,x3,299.9524,300.0741,180,213
0D20:38:37.262555000,x3,299.9343,300.0271,144,290
0D20:38:37.323986000,x1,99.98044,100.0946,282,281
0D20:38:37.324004000,x1,99.92434,100.0348,262,228
0D20:38:37.512775000,x2,199.958,200.0482,361,78
0D20:38:37.512780000,x2,199.9987,200.0066,35,133
0D20:38:37.593177000,x1,99.96931,100.0378,10,487
0D20:38:37.593183000,x1,99.96339,100.0958,152,445
0D20:38:37.943002000,x1,99.98468,100.0153,276,377
0D20:38:37.943012000,x1,99.91582,100.0627,490,350
0D20:38:37.952760000,x1,99.90607,100.0222,475,463
0D20:38:37.952765000,x1,99.95415,100.0598,389,497
0D20:38:38.293036000,x1,99.94743,100.0677,138,37
0D20:38:38.293043000,x1,99.99779,100.0359,254,57
0D20:38:38.362432000,x3,299.9297,300.0949,105,107
0D20:38:38.362438000,x3,299.9467,300.0621,457,42
0D20:38:38.393340000,x2,199.926,200.0271,399,431
0D20:38:38.393347000,x2,199.9691,200.0517,22,98
0D20:38:38.443629000,x3,299.9119,300.0412,79,48
0D20:38:38.443646000,x3,299.9528,300.0217,434,0
0D20:38:38.452948000,x2,199.9194,200.0355,12,454
0D20:38:38.452953000,x2,199.9828,200.0587,8,256
0D20:38:38.512729000,x3,299.9482,300.0902,144,489
