time,sym,price,qty
0D16:57:12.088640000,x3,299.9592,94
0D16:57:12.108953000,x1,99.91256,368
0D16:57:12.108962000,x1,100.0383,201
0D16:57:12.118955000,x2,200.0057,265
0D16:57:12.118965000,x2,200.0362,234
0D16:57:12.128851000,x1,99.93001,386
0D16:57:12.128857000,x1,100.0198,461
0D16:57:12.138692000,x3,300.0741,247
0D16:57:12.138698000,x3,299.9827,258
0D16:57:12.159124000,x2,199.9897,461
0D16:57:12.159140000,x2,199.9093,238
0D16:57:12.169115000,x2,199.9175,167
0D16:57:12.169130000,x2,199.9767,146
0D16:57:12.189592000,x2,199.9117,139
0D16:57:12.189609000,x2,200.0725,407
0D16:57:12.199565000,x3,300.058,427
0D16:57:12.199581000,x3,300.0959,94
0D16:57:12.209281000,x3,299.9442,370
0D16:57:12.209295000,x3,300.0543,142
0D16:57:12.219467000,x1,99.97638,456
0D16:57:12.219475000,x1,99.92194,83
0D16:57:12.228475000,x3,300.0357,75
0D16:57:12.228482000,x3,300.0297,133
0D16:57:12.238603000,x1,99.9031,85
0D16:57:12.238608000,x1,100.0495,330
0D16:57:12.249291000,x2,199.9724,318
0D16:57:12.249306000,x2,199.9002,321
0D16:57:12.259370000,x2,200.0407,451
0D16:57:12.259385000,x2,200.0304,494
0D16:57:12.289593000,x2,199.9968,481
0D16:57:12.289602000,x2,199.933,224
0D16:57:12.299352000,x3,300.0997,366
0D16:57:12.299361000,x3,299.9664,447
0D16:57:12.309413000,x2,200.0545,403
0D16:57:12.309422000,x2,199.9894,495
0D16:57:12.319060000,x1,100.041,371
0D16:57:12.319065000,x1,100.0384,137
0D16:57:12.328417000,x3,299.9909,296
0D16:57:12.328421000,x3,300.0186,450
0D16:57:12.338698000,x3,299.9008,497
0D16:57:12.338714000,x3,299.9838,495
0D16:57:12.349430000,x1,99.91463,189
0D16:57:12.349444000,x1,99.97616,188
0D16:57:12.358859000,x1,100.0947,422
0D16:57:12.358873000,x1,100.0589,420
0D16:57:12.369171000,x1,99.98657,208
0D16:57:12.369185000,x1,99.96028,140
0D16:57:12.379857000,x2,200.0227,493
0D16:57:12.379867000,x2,200.0906,71
0D16:57:12.389242000,x3,299.9,191
0D16:57:12.389253000,x3,299.905,116
0D16:57:12.399178000,x3,299.915,156
0D16:57:12.399189000,x3,300.0418,258
0D16:57:12.409488000,x1,100.0375,109
0D16:57:12.409499000,x1,99.9525,314
0D16:57:12.419240000,x3,300.0828,465
0D16:57:12.419250000,x3,299.9494,18
0D16:57:12.429042000,x3,300.092,342
0D16:57:12.429052000,x3,300.0763,460
0D16:57:12.438914000,x1,100.0418,141
0D16:57:12.438919000,x1,100.0736,17
0D16:57:12.448252000,x3,299.9528,147
0D16:57:12.448257000,x3,299.9752,296
0D16:57:12.458387000,x2,199.9332,373
0D16:57:12.458391000,x2,199.9218,93
0D16:57:12.468612000,x1,99.94967,421
0D16:57:12.468617000,x1,99.92353,196
0D16:57:12.479091000,x1,100.0172,36
0D16:57:12.479096000,x1,99.97788,64
0D16:57:12.488372000,x3,300.0548,491
0D16:57:12.488377000,x3,299.983,354
0D16:57:12.498793000,x1,100.0352,489
0D16:57:12.498798000,x1,99.98848,389
0D16:57:12.508780000,x1,100.0647,31
0D16:57:12.508785000,x1,100.0784,480
0D16:57:12.519198000,x2,200.087,491
0D16:57:12.519202000,x2,199.9238,377
0D16:57:12.529006000,x3,300.0934,355
0D16:57:12.529011000,x3,300.0725,79
0D16:57:12.559254000,x3,299.9802,311
0D16:57:12.559269000,x3,299.9982,166
0D16:57:12.569252000,x3,299.9195,403
0D16:57:12.569268000,x3,300.0267,46
0D16:57:12.579203000,x2,199.9742,227
0D16:57:12.579207000,x2,199.9566,167
0D16:57:12.589087000,x3,300.0155,405
0D16:57:12.589095000,x3,299.9388,218
0D16:57:12.598509000,x1,99.90911,356
0D16:57:12.598513000,x1,99.96127,90
0D16:57:12.608486000,x1,99.99879,297
0D16:57:12.608490000,x1,100.0796,308
0D16:57:12.618682000,x3,300.0906,467
0D16:57:12.618687000,x3,300.0184,460
0D16:57:12.628822000,x3,299.9286,44
0D16:57:12.628827000,x3,299.9069,119
0D16:57:12.639141000,x2,199.9143,194
0D16:57:12.639146000,x2,200.0657,259
0D16:57:12.648778000,x2,200.0215,409
0D16:57:12.648783000,x2,200.055,423
0D16:57:12.659077000,x1,100.031,184
0D16:57:12.659083000,x1,100.0898,389
0D16:57:12.669180000,x3,299.927,116
0D16:57:12.669187000,x3,299.9885,469
0D16:57:12.679471000,x2,200.0526,457
0D16:57:12.679478000,x2,200.0253,172
0D16:57:12.688427000,x1,99.92863,102
0D16:57:12.688434000,x1,99.90169,219
0D16:57:12.699392000,x1,100.072,148
0D16:57:12.699399000,x1,100.0876,257
0D16:57:12.708759000,x1,99.9191,34
0D16:57:12.708766000,x1,100.0096,60
0D16:57:12.718793000,x1,100.073,387
0D16:57:12.718809000,x1,99.99111,49
0D16:57:12.728918000,x3,299.9197,395
0D16:57:12.728931000,x3,300.0747,492
0D16:57:12.738968000,x3,299.9285,7
0D16:57:12.738983000,x3,300.0857,95
0D16:57:12.759100000,x1,100.013,254
0D16:57:12.759111000,x1,99.99956,59
0D16:57:12.769096000,x1,99.94684,87
0D16:57:12.769107000,x1,99.96128,361
0D16:57:12.779442000,x3,300.009,47
0D16:57:12.779454000,x3,299.9845,182
0D16:57:12.788739000,x2,199.9513,307
0D16:57:12.788744000,x2,200.065,469
0D16:57:12.798607000,x3,300.0892,71
0D16:57:12.798612000,x3,299.913,488
0D16:57:12.808680000,x2,200.0444,498
0D16:57:12.808685000,x2,199.9007,36
0D16:57:12.819203000,x2,199.988,428
0D16:57:12.819211000,x2,199.9314,248
0D16:57:12.829286000,x3,300.0237,218
0D16:57:12.829291000,x3,300.0782,346
0D16:57:12.838737000,x3,299.913,403
0D16:57:12.838741000,x3,299.9431,294
0D16:57:12.849279000,x2,200.034,254
0D16:57:12.849294000,x2,199.9191,69
0D16:57:12.859234000,x2,199.9081,51
0D16:57:12.859249000,x2,199.9105,236
0D16:57:12.869690000,x2,199.9238,357
0D16:57:12.869705000,x2,199.9549,156
0D16:57:12.879478000,x1,99.99927,402
0D16:57:12.879492000,x1,99.96764,145
0D16:57:12.899484000,x3,299.9677,228
0D16:57:12.899500000,x3,299.9077,104
0D16:57:12.908971000,x1,99.91891,388
0D16:57:12.908976000,x1,99.98594,50
0D16:57:12.918718000,x1,99.91153,94
0D16:57:12.918729000,x1,99.99165,403
0D16:57:12.929093000,x1,100.0742,228
0D16:57:12.929098000,x1,99.91946,465
0D16:57:12.939166000,x1,100.0643,123
0D16:57:12.939169000,x1,100.0825,484
0D16:57:12.948479000,x2,200.0365,273
0D16:57:12.948484000,x2,200.077,264
0D16:57:12.958941000,x2,200.0574,240
0D16:57:12.958957000,x2,200.0598,362
0D16:57:12.969507000,x3,299.9135,424
0D16:57:12.969523000,x3,299.9313,124
0D16:57:12.979417000,x3,299.9467,268
0D16:57:12.979433000,x3,300.0304,448
0D16:57:12.989421000,x3,299.9839,452
0D16:57:12.989436000,x3,300.04,474
0D16:57:13.009513000,x2,199.9418,303
0D16:57:13.009525000,x2,200.079,151
0D16:57:13.019693000,x3,299.933,68
0D16:57:13.019704000,x3,300.0477,219
0D16:57:13.029560000,x1,99.9427,372
0D16:57:13.029568000,x1,100.0921,411
0D16:57:13.038602000,x2,199.9526,4
0D16:57:13.038617000,x2,199.9222,449
0D16:57:13.049883000,x2,200.0377,183
0D16:57:13.049899000,x2,199.9147,91
0D16:57:13.059162000,x1,99.98789,200
0D16:57:13.059178000,x1,100.0827,358
0D16:57:13.079875000,x3,300.0246,241
0D16:57:13.079883000,x3,299.9508,496
0D16:57:13.089265000,x1,99.90234,63
0D16:57:13.089275000,x1,100.0555,322
0D16:57:13.099125000,x1,99.90802,477
0D16:57:13.099134000,x1,100.0317,182
0D16:57:13.119622000,x1,100.008,230
0D16:57:13.119637000,x1,99.90277,74
0D16:57:13.129283000,x3,300.0524,208
0D16:57:13.129298000,x3,299.9116,117
0D16:57:13.139374000,x2,200.0195,211
0D16:57:13.139385000,x2,199.967,305
0D16:57:13.149134000,x1,100.0566,123
0D16:57:13.149145000,x1,100.023,23
0D16:57:13.158990000,x2,200.084,0
0D16:57:13.159001000,x2,199.9304,486
0D16:57:13.168862000,x1,99.99868,384
0D16:57:13.168874000,x1,99.97198,452
0D16:57:13.179199000,x1,100.0138,468
0D16:57:13.179210000,x1,99.97931,433
0D16:57:13.189649000,x1,99.95619,19
0D16:57:13.189661000,x1,99.90137,215
0D16:57:13.199096000,x1,99.97531,158
0D16:57:13.199108000,x1,99.90036,261
0D16:57:13.209061000,x2,199.9433,100
0D16:57:13.209072000,x2,199.9929,299
0D16:57:13.228697000,x2,199.9995,89
0D16:57:13.228706000,x2,199.9898,85
0D16:57:13.248938000,x2,200.0597,241
0D16:57:13.248942000,x2,200.0123,254
0D16:57:13.258503000,x3,299.9458,130
0D16:57:13.258508000,x3,299.9786,140
0D16:57:13.269065000,x1,100.0976,340
0D16:57:13.269069000,x1,99.93099,375
0D16:57:13.279612000,x3,299.9435,217
0D16:57:13.279617000,x3,299.948,49
0D16:57:13.288653000,x2,200.0845,184
0D16:57:13.288658000,x2,199.9209,381
0D16:57:13.299352000,x1,99.97456,264
0D16:57:13.299381000,x1,99.97926,487
0D16:57:13.308842000,x2,200.0061,161
0D16:57:13.308846000,x2,200.0002,79
0D16:57:13.318969000,x3,300.0192,224
0D16:57:13.318973000,x3,300.0704,149
0D16:57:13.328794000,x2,199.9724,112
0D16:57:13.328812000,x2,199.9764,186
0D16:57:13.338645000,x2,200.0432,333
0D16:57:13.338649000,x2,200.0155,114
0D16:57:13.369086000,x2,200.0258,299
0D16:57:13.369091000,x2,200.0323,188
0D16:57:13.378982000,x3,300.0628,38
0D16:57:13.378987000,x3,300.0008,298
0D16:57:13.389367000,x1,99.9806,176
0D16:57:13.389372000,x1,99.91931,367
0D16:57:13.398708000,x3,300.0058,474
0D16:57:13.398713000,x3,300.0568,185
0D16:57:13.408478000,x1,99.96242,220
0D16:57:13.408483000,x1,99.9658,384
0D16:57:13.419352000,x2,200.0624,374
0D16:57:13.419357000,x2,199.951,236
0D16:57:13.428791000,x3,299.9738,84
0D16:57:13.428796000,x3,300.0907,485
0D16:57:13.439033000,x1,99.93208,376
0D16:57:13.439048000,x1,99.92216,179
0D16:57:13.448946000,x3,299.9889,422
0D16:57:13.448961000,x3,300.0641,121
0D16:57:13.459801000,x2,200.0638,74
0D16:57:13.459817000,x2,200.0015,175
0D16:57:13.470163000,x1,99.90358,162
0D16:57:13.470179000,x1,100.0219,466
0D16:57:13.479020000,x3,300.0153,152
0D16:57:13.479032000,x3,299.9566,387
0D16:57:13.489195000,x2,199.9215,302
0D16:57:13.489206000,x2,199.9362,11
0D16:57:13.499143000,x3,299.948,59
0D16:57:13.499152000,x3,299.9347,444
0D16:57:13.509410000,x1,99.92074,50
0D16:57:13.509419000,x1,100.0797,286
0D16:57:13.518588000,x1,99.93324,382
0D16:57:13.518597000,x1,100.088,348
0D16:57:13.538788000,x2,200.024,430
0D16:57:13.538797000,x2,199.9414,96
0D16:57:13.549162000,x2,199.9863,272
0D16:57:13.549171000,x2,200.0366,187
0D16:57:13.559161000,x2,200.0912,36
0D16:57:13.559170000,x2,199.9687,168
0D16:57:13.568947000,x2,200.0612,493
0D16:57:13.568956000,x2,199.9798,238
0D16:57:13.579266000,x1,100.009,485
0D16:57:13.579274000,x1,99.98905,416
0D16:57:13.588919000,x2,199.9801,37
0D16:57:13.588926000,x2,199.9787,155
0D16:57:13.599224000,x1,100.0678,26
0D16:57:13.599230000,x1,100.0706,238
0D16:57:13.609208000,x3,300.0089,498
0D16:57:13.609213000,x3,299.9752,193
0D16:57:13.619743000,x2,200.0601,154
0D16:57:13.619747000,x2,200.0146,292
0D16:57:13.628678000,x2,200.0211,54
0D16:57:13.628683000,x2,200.0807,251
0D16:57:13.639393000,x2,199.904,95
0D16:57:13.639397000,x2,199.9192,430
0D16:57:13.648353000,x3,299.988,242
0D16:57:13.648358000,x3,300.0897,268
0D16:57:13.659018000,x1,99.97635,232
0D16:57:13.659023000,x1,99.95249,379
0D16:57:13.668367000,x1,100.0011,87
0D16:57:13.668371000,x1,100.0266,1
0D16:57:13.678427000,x1,99.90103,145
0D16:57:13.678432000,x1,100.0602,480
0D16:57:13.689723000,x3,300.0509,116
0D16:57:13.689729000,x3,299.9614,22
0D16:57:13.708197000,x2,200.0556,446
0D16:57:13.708201000,x2,200.0754,322
0D16:57:13.719278000,x1,99.91418,19
0D16:57:13.719284000,x1,99.96835,142
0D16:57:13.728774000,x1,100.0301,323
0D16:57:13.728780000,x1,99.93332,57
0D16:57:13.739048000,x1,100.0585,17
0D16:57:13.739053000,x1,99.98791,52
0D16:57:13.748411000,x2,199.9012,189
0D16:57:13.748426000,x2,200.0076,236
0D16:57:13.759156000,x3,300.0473,479
0D16:57:13.759171000,x3,300.0305,14
0D16:57:13.769867000,x3,299.9023,205
0D16:57:13.769881000,x3,300.0352,54
0D16:57:13.779278000,x1,99.99779,347
0D16:57:13.779283000,x1,100.013,1
0D16:57:13.789523000,x1,99.97408,54
0D16:57:13.789527000,x1,99.98304,480
0D16:57:13.799105000,x1,100.0048,113
0D16:57:13.799110000,x1,100.0773,158
0D16:57:13.809113000,x2,199.9994,143
0D16:57:13.809117000,x2,200.0542,426
0D16:57:13.819135000,x2,199.995,310
0D16:57:13.819139000,x2,200.0516,470
0D16:57:13.829026000,x2,200.0969,40
0D16:57:13.829031000,x2,199.9938,423
0D16:57:13.838905000,x3,300.0601,1
0D16:57:13.838909000,x3,299.921,237
0D16:57:13.848538000,x2,199.9818,150
0D16:57:13.848543000,x2,199.9285,339
0D16:57:13.858414000,x3,300.0696,37
0D16:57:13.858419000,x3,299.9749,386
0D16:57:13.868766000,x3,299.9631,487
0D16:57:13.868773000,x3,299.9978,182
0D16:57:13.878652000,x1,100.0406,415
0D16:57:13.878656000,x1,99.93648,321
0D16:57:13.888449000,x1,99.90963,370
0D16:57:13.888453000,x1,99.93305,306
0D16:57:13.899161000,x1,100.0934,15
0D16:57:13.899165000,x1,99.97177,291
0D16:57:13.909135000,x1,100.0788,2
0D16:57:13.909139000,x1,99.96825,21
0D16:57:13.918359000,x3,299.946,318
0D16:57:13.918364000,x3,300.0809,45
0D16:57:13.928739000,x2,199.9819,352
0D16:57:13.928744000,x2,199.9144,317
0D16:57:13.938725000,x3,300.0977,316
0D16:57:13.938729000,x3,299.9811,422
0D16:57:13.948853000,x2,200.0679,473
0D16:57:13.948857000,x2,200.0009,138
0D16:57:13.958742000,x1,100.0612,453
0D16:57:13.958769000,x1,99.96529,297
0D16:57:13.978940000,x3,299.9202,150
0D16:57:13.978945000,x3,300.08,447
0D16:57:13.999006000,x3,300.0342,319
0D16:57:13.999010000,x3,299.9016,345
0D16:57:14.009230000,x3,300.0153,217
0D16:57:14.009234000,x3,299.9179,411
0D16:57:14.019360000,x3,299.9389,253
0D16:57:14.019364000,x3,299.998,276
0D16:57:14.028373000,x2,200.0503,246
0D16:57:14.028388000,x2,200.0521,261
0D16:57:14.039808000,x2,199.9755,309
0D16:57:14.039824000,x2,199.9562,143
0D16:57:14.049240000,x2,200.0649,455
0D16:57:14.049254000,x2,199.9628,54
0D16:57:14.059453000,x1,100.0331,404
0D16:57:14.059469000,x1,100.0798,218
0D16:57:14.089522000,x3,299.9293,493
0D16:57:14.089527000,x3,300.0247,130
0D16:57:14.099104000,x1,99.97834,83
0D16:57:14.099109000,x1,100.0084,93
0D16:57:14.108805000,x1,99.97084,400
0D16:57:14.108819000,x1,99.93149,359
0D16:57:14.120100000,x2,200.0351,218
0D16:57:14.120116000,x2,199.9358,127
0D16:57:14.129410000,x3,299.9375,262
0D16:57:14.129425000,x3,299.988,91
0D16:57:14.139333000,x1,100.0391,151
0D16:57:14.139348000,x1,100.0875,85
0D16:57:14.149841000,x3,300.0669,395
0D16:57:14.149852000,x3,300.0478,45
0D16:57:14.158822000,x1,100.0309,434
0D16:57:14.158834000,x1,100.0817,239
0D16:57:14.169202000,x2,200.0703,393
0D16:57:14.169214000,x2,199.9155,127
0D16:57:14.179534000,x1,100.053,334
0D16:57:14.179543000,x1,99.93669,239
0D16:57:14.199819000,x3,299.9662,66
0D16:57:14.199824000,x3,299.9957,487
0D16:57:14.208938000,x3,300.0407,185
0D16:57:14.208942000,x3,299.9238,343
0D16:57:14.219142000,x2,199.9713,362
0D16:57:14.219147000,x2,200.0351,408
0D16:57:14.238581000,x2,200.0798,319
0D16:57:14.238586000,x2,199.9025,286
0D16:57:14.248693000,x1,100.0089,127
0D16:57:14.248697000,x1,99.94887,367
0D16:57:14.258489000,x2,200.0117,14
0D16:57:14.258505000,x2,199.9996,350
0D16:57:14.269246000,x2,200.0944,9
0D16:57:14.269261000,x2,200.0169,226
0D16:57:14.279402000,x1,99.91753,88
0D16:57:14.279417000,x1,100.0128,246
0D16:57:14.289385000,x1,99.91825,310
0D16:57:14.289400000,x1,99.92313,279
0D16:57:14.299336000,x1,99.94255,35
0D16:57:14.299347000,x1,99.98508,88
0D16:57:14.309885000,x1,100.0409,329
0D16:57:14.309896000,x1,100.0351,445
0D16:57:14.319569000,x2,200.0547,78
0D16:57:14.319578000,x2,200.0267,400
0D16:57:14.329673000,x2,199.9061,315
0D16:57:14.329679000,x2,199.926,291
0D16:57:14.339688000,x1,99.9841,43
0D16:57:14.339694000,x1,99.91457,460
0D16:57:14.348622000,x3,300.0725,258
0D16:57:14.348625000,x3,299.9834,311
0D16:57:14.358847000,x2,199.947,81
0D16:57:14.358851000,x2,200.0492,260
0D16:57:14.368615000,x1,100.0998,42
0D16:57:14.368631000,x1,100.0447,353
0D16:57:14.379045000,x3,300.0217,440
0D16:57:14.379060000,x3,300.0755,17
0D16:57:14.399414000,x2,200.0769,252
0D16:57:14.399430000,x2,200.0974,323
0D16:57:14.409359000,x3,300.0918,112
0D16:57:14.409375000,x3,300.0846,117
0D16:57:14.419905000,x1,100.0074,47
0D16:57:14.419917000,x1,100.0043,210
0D16:57:14.429555000,x2,199.9355,97
0D16:57:14.429567000,x2,199.9481,60
0D16:57:14.439148000,x3,300.0397,333
0D16:57:14.439160000,x3,300.0483,317
0D16:57:14.449085000,x3,299.935,159
0D16:57:14.449094000,x3,299.9355,308
0D16:57:14.459340000,x3,299.927,496
0D16:57:14.459349000,x3,299.9832,180
0D16:57:14.468709000,x2,200.0108,178
0D16:57:14.468718000,x2,200.0901,195
0D16:57:14.489324000,x3,299.9699,147
0D16:57:14.489340000,x3,299.9287,266
0D16:57:14.499136000,x3,299.9978,269
0D16:57:14.499140000,x3,299.9968,185
0D16:57:14.509073000,x1,99.96938,181
0D16:57:14.509077000,x1,99.91397,134
0D16:57:14.518718000,x1,99.9022,3
0D16:57:14.518723000,x1,99.95744,280
0D16:57:14.529363000,x1,99.9979,486
0D16:57:14.529379000,x1,99.90048,396
0D16:57:14.539426000,x2,199.9052,81
0D16:57:14.539441000,x2,200.0093,368
0D16:57:14.549336000,x1,100.0686,390
0D16:57:14.549344000,x1,99.99512,486
0D16:57:14.558959000,x1,99.9231,127
0D16:57:14.558966000,x1,100.0253,370
0D16:57:14.568811000,x3,300.0526,274
0D16:57:14.568827000,x3,299.9934,133
0D16:57:14.579485000,x1,99.97879,315
0D16:57:14.579499000,x1,99.9948,64
0D16:57:14.589290000,x1,100.077,427
0D16:57:14.589303000,x1,99.94818,71
0D16:57:14.599247000,x2,199.918,13
0D16:57:14.599258000,x2,199.9833,399
0D16:57:14.609182000,x3,300.0021,233
0D16:57:14.609189000,x3,300.0518,121
0D16:57:14.618656000,x1,100.0529,131
0D16:57:14.618662000,x1,99.95238,438
0D16:57:14.628855000,x3,300.0996,188
0D16:57:14.628860000,x3,299.983,223
0D16:57:14.638807000,x3,299.9648,160
0D16:57:14.638822000,x3,300.0174,499
0D16:57:14.649387000,x3,300.0346,96
0D16:57:14.649403000,x3,300.0096,0
0D16:57:14.659355000,x3,299.9693,67
0D16:57:14.659371000,x3,299.9164,498
0D16:57:14.669021000,x1,99.90488,200
0D16:57:14.669036000,x1,99.94957,19
0D16:57:14.679100000,x3,300.0119,470
0D16:57:14.679114000,x3,299.9291,396
0D16:57:14.689208000,x2,200.0059,489
0D16:57:14.689224000,x2,200.055,407
0D16:57:14.699322000,x2,200.0938,255
0D16:57:14.699338000,x2,199.9922,374
0D16:57:14.709561000,x1,99.95927,81
0D16:57:14.709572000,x1,99.954,165
0D16:57:14.719242000,x1,100.0602,432
0D16:57:14.719254000,x1,99.92039,58
0D16:57:14.729326000,x1,100.07,451
0D16:57:14.729335000,x1,100.076,45
0D16:57:14.738639000,x2,200.0088,458
0D16:57:14.738648000,x2,200.0383,414
0D16:57:14.748681000,x2,200.0111,418
0D16:57:14.748688000,x2,200.051,28
0D16:57:14.778724000,x3,299.9255,150
0D16:57:14.778728000,x3,300.0978,278
0D16:57:14.789158000,x2,199.9859,31
0D16:57:14.789163000,x2,199.9441,414
0D16:57:14.798572000,x2,199.9428,381
0D16:57:14.798576000,x2,200.0232,352
0D16:57:14.809302000,x3,300.0874,75
0D16:57:14.809313000,x3,300.0175,77
0D16:57:14.818991000,x3,299.9731,177
0D16:57:14.819006000,x3,300.0851,185
0D16:57:14.829242000,x3,299.9323,242
0D16:57:14.829258000,x3,300.09,136
0D16:57:14.839904000,x3,300.0212,170
0D16:57:14.839916000,x3,300.0398,472
0D16:57:14.848719000,x1,100.0076,406
0D16:57:14.848726000,x1,100.0187,437
0D16:57:14.868610000,x1,100.0333,31
0D16:57:14.868614000,x1,100.0931,137
0D16:57:14.878765000,x1,99.95538,314
0D16:57:14.878769000,x1,99.92915,274
0D16:57:14.888930000,x3,300.0226,422
0D16:57:14.888934000,x3,300.0679,279
0D16:57:14.909288000,x3,300.0289,433
0D16:57:14.909293000,x3,299.9477,297
0D16:57:14.919069000,x1,100.0977,225
0D16:57:14.919074000,x1,100.0842,240
0D16:57:14.928701000,x1,99.96035,146
0D16:57:14.928715000,x1,99.90895,65
0D16:57:14.939658000,x3,300.0251,447
0D16:57:14.939674000,x3,300.0986,135
0D16:57:14.949667000,x3,299.9372,131
0D16:57:14.949679000,x3,300.0307,112
0D16:57:14.959517000,x1,99.966,479
0D16:57:14.959522000,x1,99.91142,351
0D16:57:14.968817000,x3,300.0791,40
0D16:57:14.968822000,x3,300.0444,336
0D16:57:14.978654000,x3,299.9175,132
0D16:57:14.978658000,x3,299.9214,263
0D16:57:14.988368000,x1,100.0521,332
0D16:57:14.988375000,x1,100.0346,352
0D16:57:14.998437000,x2,199.9908,24
0D16:57:14.998446000,x2,199.9515,429
0D16:57:15.009852000,x2,200.0546,202
0D16:57:15.009867000,x2,199.9464,112
0D16:57:15.019600000,x2,200.097,229
0D16:57:15.019614000,x2,199.9736,401
0D16:57:15.029606000,x3,300.0275,271
0D16:57:15.029621000,x3,299.9003,207
0D16:57:15.038923000,x2,200.0946,247
0D16:57:15.038933000,x2,199.9566,464
0D16:57:15.049565000,x1,100.0091,1
0D16:57:15.049572000,x1,99.95911,163
0D16:57:15.059113000,x2,199.9162,109
0D16:57:15.059121000,x2,200.0032,53
0D16:57:15.069388000,x2,200.0743,75
0D16:57:15.069393000,x2,200.0498,399
0D16:57:15.078489000,x2,199.9273,148
0D16:57:15.078493000,x2,200.0036,151
0D16:57:15.088977000,x3,299.947,28
0D16:57:15.088982000,x3,299.9303,445
0D16:57:15.108531000,x2,200.0957,357
0D16:57:15.108536000,x2,200.0436,195
0D16:57:15.119343000,x1,99.96489,310
0D16:57:15.119348000,x1,100.0089,228
0D16:57:15.138857000,x2,199.9663,420
0D16:57:15.138862000,x2,199.9134,321
0D16:57:15.148655000,x2,199.9164,3
0D16:57:15.148660000,x2,200.0236,279
0D16:57:15.158278000,x2,200.0255,56
0D16:57:15.158283000,x2,200.0544,88
0D16:57:15.169145000,x1,99.95446,392
0D16:57:15.169148000,x1,99.9515,286
0D16:57:15.178942000,x2,200.0638,6
0D16:57:15.178946000,x2,199.9931,440
0D16:57:15.188254000,x2,199.9092,6
0D16:57:15.188258000,x2,200.0169,409
0D16:57:15.208450000,x3,299.9595,263
0D16:57:15.208455000,x3,300.0204,36
0D16:57:15.218650000,x1,100.0892,208
0D16:57:15.218655000,x1,99.91857,16
0D16:57:15.229038000,x1,100.0749,175
0D16:57:15.229043000,x1,99.99937,420
0D16:57:15.239068000,x2,199.9211,196
0D16:57:15.239072000,x2,199.9224,97
0D16:57:15.248591000,x2,200.0904,318
0D16:57:15.248594000,x2,199.9407,183
0D16:57:15.259370000,x2,200.0808,425
0D16:57:15.259375000,x2,199.991,476
0D16:57:15.268945000,x1,99.97119,17
0D16:57:15.268950000,x1,99.97651,349
0D16:57:15.278684000,x1,100.0113,211
0D16:57:15.278690000,x1,99.98053,367
0D16:57:15.288848000,x2,200.0272,182
0D16:57:15.288853000,x2,200.0656,417
0D16:57:15.299163000,x3,299.9286,187
0D16:57:15.299167000,x3,299.954,169
0D16:57:15.308292000,x2,200.0706,259
0D16:57:15.308298000,x2,199.9162,41
0D16:57:15.318462000,x3,300.0132,178
0D16:57:15.318468000,x3,299.9447,227
0D16:57:15.328572000,x1,100.0463,132
0D16:57:15.328577000,x1,99.99203,219
0D16:57:15.339143000,x3,299.9439,478
0D16:57:15.339149000,x3,299.9558,451
0D16:57:15.348517000,x3,299.9299,112
0D16:57:15.348532000,x3,300.0564,40
0D16:57:15.359538000,x1,99.95809,405
0D16:57:15.359553000,x1,99.94187,356
0D16:57:15.369374000,x1,99.90595,139
0D16:57:15.369390000,x1,99.90861,241
0D16:57:15.379411000,x3,300.0204,155
0D16:57:15.379428000,x3,299.9492,81
0D16:57:15.389247000,x1,99.95948,224
0D16:57:15.389255000,x1,99.92273,285
0D16:57:15.398504000,x3,299.9798,120
0D16:57:15.398508000,x3,300.0241,132
0D16:57:15.408997000,x3,300.0945,77
0D16:57:15.409001000,x3,300.0893,386
0D16:57:15.418659000,x2,199.909,386
0D16:57:15.418674000,x2,199.971,473
0D16:57:15.429170000,x2,200.0688,179
0D16:57:15.429185000,x2,200.0174,195
0D16:57:15.439243000,x1,100.0057,318
0D16:57:15.439259000,x1,99.95042,31
0D16:57:15.479438000,x3,300.0622,459
0D16:57:15.479449000,x3,300.0607,338
0D16:57:15.488852000,x3,300.0416,100
0D16:57:15.488864000,x3,299.9456,494
0D16:57:15.499096000,x2,199.9276,445
0D16:57:15.499108000,x2,199.9403,485
0D16:57:15.519192000,x3,299.9859,265
0D16:57:15.519204000,x3,299.9676,266
0D16:57:15.529157000,x3,299.9033,91
0D16:57:15.529169000,x3,300.003,134
0D16:57:15.539485000,x1,99.95173,203
0D16:57:15.539497000,x1,100.0205,245
0D16:57:15.548829000,x3,300.063,28
0D16:57:15.548841000,x3,300.0739,71
0D16:57:15.558762000,x2,200.0664,312
0D16:57:15.558774000,x2,199.9019,425
0D16:57:15.568829000,x3,300.059,362
0D16:57:15.568841000,x3,299.99,139
0D16:57:15.579474000,x1,100.06,405
0D16:57:15.579486000,x1,99.91492,18
0D16:57:15.588827000,x3,299.9283,196
0D16:57:15.588839000,x3,299.9846,13
0D16:57:15.598830000,x1,99.92428,295
0D16:57:15.598841000,x1,99.90712,39
0D16:57:15.609038000,x3,300.0971,178
0D16:57:15.609049000,x3,300.0275,38
0D16:57:15.618747000,x2,199.964,64
0D16:57:15.618755000,x2,200.014,3
0D16:57:15.628940000,x1,100.0407,301
0D16:57:15.628946000,x1,100.0678,100
0D16:57:15.638810000,x2,199.9966,26
0D16:57:15.638814000,x2,199.9835,65
0D16:57:15.648664000,x1,99.97723,10
0D16:57:15.648668000,x1,100.0142,32
